1;0;3027.00;10.00;1825.00;0.00;1.08
2;0;892.00;10.35;1132.00;0.00;1.08
3;0;944.00;10.25;408.00;0.00;0.76
4;0;1177.00;10.35;792.00;0.00;0.88
5;0;1425.00;10.35;871.00;0.00;0.80
6;0;2590.00;10.00;1646.00;0.00;0.80
7;0;1724.00;13.85;1526.00;0.00;1.04
8;0;1485.00;14.10;2199.00;0.00;0.96
9;0;184.00;10.00;868.00;0.00;1.08
10;0;1215.00;10.17;1558.00;0.00;0.92
11;0;2034.00;11.70;589.00;0.00;0.80
12;0;667.00;10.55;633.00;0.00;1.00
13;0;1378.00;10.25;865.00;0.00;0.48
14;0;3315.00;11.15;666.00;0.00;1.16
15;0;3155.00;10.85;795.00;0.00;0.96
16;0;1303.00;10.07;442.00;0.00;0.76
17;0;2551.00;11.92;423.00;0.00;0.96
18;0;1725.00;10.60;494.00;0.00;0.68
19;0;2749.00;10.70;1508.00;0.00;0.76
20;0;290.00;10.00;1485.00;0.00;1.00
21;0;2254.00;11.05;446.00;0.00;1.08
22;0;3861.00;10.20;131.00;0.00;1.08
23;0;2629.00;13.00;815.00;0.00;1.16
24;0;362.00;10.00;846.00;0.00;1.04
25;0;1881.00;11.75;1695.00;0.00;1.00
26;0;1223.00;10.40;1011.00;0.00;0.76
27;0;578.00;10.60;1123.00;0.00;0.56
28;0;686.00;10.62;1740.00;0.00;0.84
29;0;522.00;11.65;656.00;0.00;1.16
30;0;719.00;10.27;893.00;0.00;0.64
31;0;599.00;11.10;1610.00;0.00;0.96
32;0;2599.00;12.52;741.00;0.00;1.24
33;0;3088.00;11.47;633.00;0.00;1.08
34;0;2382.00;10.25;954.00;0.00;0.92
35;0;3974.00;10.50;568.00;0.00;0.92
36;0;1845.00;10.85;880.00;0.00;1.04
37;0;1800.00;13.85;1477.00;0.00;0.92
38;0;3343.00;11.20;567.00;0.00;0.80
39;0;3095.00;10.00;1738.00;0.00;1.24
40;0;3165.00;10.72;988.00;0.00;0.92
41;0;1583.00;10.00;301.00;0.00;0.80
42;0;2956.00;12.02;71.00;0.00;0.72
43;0;1541.00;10.00;2070.00;0.00;0.80
44;0;3835.00;12.00;383.00;0.00;0.92
45;0;3253.00;10.65;742.00;0.00;1.08
46;0;2786.00;11.20;543.00;0.00;1.20
47;0;2604.00;12.35;922.00;0.00;0.96
48;0;2870.00;11.02;511.00;0.00;1.12
49;0;2785.00;11.80;1436.00;0.00;0.68
50;0;2150.00;11.15;1394.00;0.00;0.56
51;0;3629.00;19.22;497.00;0.00;0.96
52;0;1492.00;10.10;1871.00;0.00;1.12
53;0;394.00;10.20;566.00;0.00;0.84
54;0;1005.00;10.37;1046.00;0.00;1.00
55;0;1273.00;10.00;399.00;0.00;0.80
56;0;2126.00;14.47;370.00;0.00;1.04
57;0;3900.00;12.10;634.00;0.00;0.80
58;0;2316.00;10.60;564.00;0.00;0.88
59;0;804.00;10.17;329.00;0.00;1.00
60;0;3231.00;11.65;1617.00;0.00;0.96
61;0;3179.00;10.42;1101.00;0.00;0.96
62;0;1411.00;10.95;1498.00;0.00;0.96
63;0;736.00;10.17;2014.00;0.00;1.04
64;0;285.00;10.00;913.00;0.00;1.16
65;0;2236.00;10.32;790.00;0.00;1.00
66;0;2476.00;10.45;108.00;0.00;0.60
67;0;972.00;12.47;1838.00;0.00;1.04
68;0;438.00;10.00;445.00;0.00;1.00
69;0;1624.00;16.55;1388.00;0.00;0.92
70;0;1239.00;12.10;1917.00;0.00;1.12
71;0;797.00;10.40;1051.00;0.00;1.08
72;0;1412.00;11.60;1209.00;0.00;1.00
73;0;385.00;10.65;1228.00;0.00;0.88
74;0;1846.00;11.45;52.00;0.00;0.56
75;0;407.00;10.45;1530.00;0.00;1.08
76;0;1190.00;10.37;899.00;0.00;0.76
77;0;2026.00;11.32;1652.00;0.00;0.88
78;0;3282.00;10.72;825.00;0.00;1.16
79;0;357.00;10.97;574.00;0.00;0.84
80;0;4095.00;10.22;231.00;0.00;0.96
81;0;3313.00;11.12;617.00;0.00;1.08
82;0;3269.00;14.12;10.00;0.00;0.68
83;0;954.00;10.92;2129.00;0.00;0.64
84;0;280.00;10.15;1256.00;0.00;1.12
85;0;3404.00;10.80;1105.00;0.00;1.00
86;0;1264.00;11.12;1821.00;0.00;0.80
87;0;2096.00;11.92;152.00;0.00;1.28
88;0;1925.00;10.42;616.00;0.00;0.76
89;0;2585.00;10.82;558.00;0.00;0.76
90;0;1833.00;10.20;501.00;0.00;0.76
91;0;2247.00;10.35;846.00;0.00;1.16
92;0;3487.00;17.52;548.00;0.00;0.96
93;0;1956.00;11.22;1606.00;0.00;1.00
94;0;1025.00;10.40;789.00;0.00;0.92
95;0;719.00;11.42;421.00;0.00;0.92
96;0;1099.00;10.25;1475.00;0.00;1.12
97;0;1648.00;10.70;791.00;0.00;1.00
98;0;2687.00;10.85;24.00;0.00;1.04
99;0;1235.00;10.55;1216.00;0.00;0.84
100;0;2799.00;10.87;100.00;0.00;0.68
101;0;3761.00;10.00;51.00;0.00;0.96
102;0;1445.00;10.67;1740.00;0.00;1.08
103;0;1813.00;10.85;895.00;0.00;0.84
104;0;383.00;10.42;1263.00;0.00;1.12
105;0;1762.00;11.10;886.00;0.00;0.96
106;0;1689.00;10.80;764.00;0.00;0.72
107;0;2033.00;12.37;194.00;0.00;0.76
108;0;1657.00;12.47;1299.00;0.00;1.04
109;0;499.00;11.10;546.00;0.00;0.68
110;0;2314.00;10.00;1692.00;0.00;1.16
111;0;1999.00;10.55;866.00;0.00;0.92
112;0;1971.00;13.77;384.00;0.00;0.92
113;0;2154.00;11.02;48.00;0.00;0.92
114;0;656.00;10.50;1426.00;0.00;0.92
115;0;1624.00;10.15;397.00;0.00;1.00
116;0;2434.00;10.82;708.00;0.00;1.20
117;0;4028.00;10.42;286.00;0.00;0.80
118;0;3628.00;18.40;321.00;0.00;0.96
119;0;2192.00;10.55;519.00;0.00;0.80
120;0;2895.00;10.00;1869.00;0.00;0.72
121;0;2618.00;11.42;1035.00;0.00;1.00
122;0;724.00;11.42;1913.00;0.00;0.56
123;0;2463.00;10.65;226.00;0.00;1.04
124;0;1987.00;10.85;946.00;0.00;0.64
125;0;1197.00;10.40;640.00;0.00;0.92
126;0;2474.00;11.00;685.00;0.00;0.84
127;0;4132.00;12.82;475.00;0.00;1.28
128;0;3705.00;16.70;408.00;0.00;1.04
129;0;2162.00;11.85;168.00;0.00;0.80
130;0;2740.00;12.40;1167.00;0.00;0.72
131;0;1303.00;10.65;977.00;0.00;0.72
132;0;2716.00;11.27;247.00;0.00;0.84
133;0;3512.00;11.80;841.00;0.00;0.80
134;0;3626.00;20.57;460.00;0.00;0.80
135;0;374.00;10.00;731.00;0.00;0.60
136;0;2068.00;10.97;1210.00;0.00;1.00
137;0;4281.00;16.27;609.00;0.00;1.12
138;0;1778.00;13.05;267.00;0.00;0.60
139;0;3039.00;10.62;513.00;0.00;1.12
140;0;2200.00;11.67;200.00;0.00;0.60
141;0;4152.00;10.87;583.00;0.00;1.00
142;0;2076.00;11.97;262.00;0.00;1.00
143;0;2564.00;10.00;1724.00;0.00;1.24
144;0;2705.00;10.00;1803.00;0.00;1.12
145;0;2099.00;11.15;11.00;0.00;0.64
146;0;3038.00;11.57;805.00;0.00;1.08
147;0;1930.00;10.60;856.00;0.00;0.64
148;0;3626.00;15.67;961.00;0.00;0.96
149;0;2817.00;11.75;294.00;0.00;0.56
150;0;2713.00;10.10;1611.00;0.00;0.80
151;0;4052.00;10.05;176.00;0.00;0.96
152;0;1093.00;15.30;2090.00;0.00;0.92
153;0;277.00;10.00;1041.00;0.00;1.00
154;0;3356.00;15.10;165.00;0.00;1.20
155;0;380.00;10.15;1404.00;0.00;0.88
156;0;1688.00;11.00;965.00;0.00;0.96
157;0;3438.00;12.50;111.00;0.00;1.04
158;0;2263.00;10.47;638.00;0.00;0.88
159;0;2381.00;11.00;1421.00;0.00;0.68
160;0;2850.00;11.97;219.00;0.00;1.00
161;0;2044.00;10.40;671.00;0.00;0.64
162;0;2631.00;12.52;499.00;0.00;0.60
163;0;1045.00;11.37;1753.00;0.00;1.00
164;0;966.00;10.02;1294.00;0.00;1.00
165;0;2343.00;11.35;326.00;0.00;0.84
166;0;2111.00;10.97;90.00;0.00;0.80
167;0;996.00;14.95;1971.00;0.00;1.04
168;0;2186.00;10.47;828.00;0.00;1.04
169;0;1057.00;12.87;1879.00;0.00;0.92
170;0;3294.00;10.75;510.00;0.00;0.80
171;0;4099.00;12.55;520.00;0.00;1.12
172;0;1946.00;10.00;1924.00;0.00;0.68
173;0;1400.00;14.50;2115.00;0.00;1.04
174;0;2116.00;11.85;441.00;0.00;0.84
175;0;2963.00;10.10;1510.00;0.00;0.76
176;0;1155.00;10.90;2137.00;0.00;0.96
177;0;1969.00;12.20;295.00;0.00;0.76
178;0;3544.00;10.62;946.00;0.00;0.88
179;0;3143.00;10.00;1733.00;0.00;1.04
180;0;1088.00;10.30;714.00;0.00;0.84
181;0;2304.00;10.22;921.00;0.00;1.20
182;0;3004.00;13.25;28.00;0.00;0.72
183;0;1646.00;10.00;313.00;0.00;0.68
184;0;3535.00;11.95;896.00;0.00;1.20
185;0;3053.00;12.35;189.00;0.00;1.16
186;0;3363.00;12.17;1761.00;0.00;1.40
187;0;2125.00;10.05;1868.00;0.00;0.60
188;0;986.00;10.20;959.00;0.00;0.60
189;0;2468.00;11.50;1167.00;0.00;0.68
190;0;574.00;10.15;974.00;0.00;1.00
191;0;4071.00;13.10;491.00;0.00;1.24
192;0;1069.00;10.42;1600.00;0.00;0.92
193;0;3352.00;10.70;1080.00;0.00;0.88
194;0;557.00;12.07;663.00;0.00;0.92
195;0;3357.00;11.85;614.00;0.00;1.04
196;0;2578.00;12.02;383.00;0.00;0.64
197;0;1508.00;10.40;397.00;0.00;0.76
198;0;3017.00;10.75;938.00;0.00;1.08
199;0;2328.00;10.77;223.00;0.00;0.72
200;0;1627.00;11.07;898.00;0.00;1.08
201;0;2744.00;12.65;470.00;0.00;1.04
202;0;2717.00;12.47;436.00;0.00;1.12
203;0;1889.00;10.77;856.00;0.00;1.16
204;0;2635.00;11.45;1274.00;0.00;1.00
205;0;2788.00;10.20;1576.00;0.00;0.80
206;0;3256.00;10.00;1512.00;0.00;0.88
207;0;3110.00;10.72;445.00;0.00;1.00
208;0;2589.00;11.62;1015.00;0.00;0.64
209;0;3058.00;13.65;108.00;0.00;0.68
210;0;2655.00;12.77;474.00;0.00;0.48
211;0;3878.00;10.00;11.00;0.00;0.60
212;0;603.00;10.50;670.00;0.00;1.16
213;0;2533.00;10.00;1751.00;0.00;0.88
214;0;2669.00;10.00;1680.00;0.00;0.84
215;0;748.00;10.62;480.00;0.00;0.84
216;0;4145.00;12.80;531.00;0.00;1.00
217;0;1089.00;10.75;1756.00;0.00;0.96
218;0;1445.00;12.00;2025.00;0.00;0.80
219;0;583.00;12.07;1704.00;0.00;1.00
220;0;1540.00;16.85;1419.00;0.00;0.88
221;0;2449.00;10.50;14.00;0.00;0.64
222;0;1350.00;10.20;781.00;0.00;0.80
223;0;1737.00;14.87;1462.00;0.00;1.04
224;0;3516.00;16.30;658.00;0.00;1.20
225;0;3368.00;12.12;486.00;0.00;0.88
226;0;659.00;10.55;1209.00;0.00;0.88
227;0;1859.00;10.65;804.00;0.00;1.08
228;0;3288.00;10.77;372.00;0.00;1.08
229;0;950.00;10.30;453.00;0.00;0.88
230;0;1198.00;10.50;1635.00;0.00;1.04
231;0;3109.00;10.25;1559.00;0.00;1.04
232;0;1816.00;10.67;783.00;0.00;1.12
233;0;158.00;10.00;1263.00;0.00;0.96
